feedback_id,customer_id,feedback_text,timestamp,source,sentiment_label
837,8881,Average experience overall.,2023-05-02 07:45:54,web,neutral
838,9555,"Everything was perfect, will use again.",2023-08-03 04:20:56,web,positive
839,4059,"Extremely poor quality, not worth the price.",2023-05-08 05:40:46,email,negative
840,1638,"Service was fine, but not impressive.",2024-03-18 16:55:35,email,neutral
841,2759,The service was outstanding!,2023-07-02 23:05:20,email,positive
842,8705,The product works as expected.,2023-01-23 22:52:21,web,neutral
843,2601,I wouldn't recommend this to anyone.,2023-01-05 04:59:08,email,negative
844,1000,"Extremely poor quality, not worth the price.",2024-03-29 05:15:19,web,negative
845,7768,"Everything was perfect, will use again.",2023-12-17 19:12:19,email,positive
846,9770,I wouldn't recommend this to anyone.,2024-01-15 16:31:10,email,negative
847,7892,The product works as expected.,2024-08-23 07:03:36,web,neutral
848,5528,"Fast and reliable, well done!",2023-11-26 03:18:32,mobile,positive
849,4783,The product works as expected.,2023-10-31 14:42:32,mobile,neutral
850,5644,The service was outstanding!,2023-04-05 09:09:22,web,positive
851,5436,"Fast and reliable, well done!",2024-03-15 12:50:43,email,positive
852,8356,The service was outstanding!,2024-08-27 13:14:23,email,positive
853,6813,"Service was fine, but not impressive.",2023-07-03 14:52:35,mobile,neutral
854,4297,"Not too bad, but could be better.",2023-12-21 23:03:07,mobile,neutral
855,5584,"Terrible experience, very disappointed.",2023-05-10 14:14:29,web,negative
856,2618,"Fast and reliable, well done!",2023-11-20 11:02:24,mobile,positive
857,5131,Very satisfied with the product quality.,2024-02-28 03:02:30,web,positive
858,1195,"It was okay, nothing special.",2024-05-25 03:40:26,web,neutral
859,8128,Very satisfied with the product quality.,2024-08-02 19:10:00,web,positive
860,2400,"Great experience, highly recommend.",2024-09-03 05:41:09,email,positive
861,3867,"Fast and reliable, well done!",2024-02-05 04:34:04,email,positive
862,2220,Average experience overall.,2024-06-08 09:05:47,email,neutral
863,4186,"Extremely poor quality, not worth the price.",2023-11-06 04:08:59,email,negative
864,1661,"Extremely poor quality, not worth the price.",2024-07-17 12:19:50,mobile,negative
865,9182,Customer service was rude.,2023-06-18 14:40:27,web,negative
866,2342,"Extremely poor quality, not worth the price.",2024-07-03 11:46:14,mobile,negative
867,3766,The service was outstanding!,2023-06-18 11:13:35,mobile,positive
868,6601,Customer service was rude.,2024-01-20 16:00:05,web,negative
869,7139,"Extremely poor quality, not worth the price.",2023-12-30 05:29:09,web,negative
870,7094,"Service was fine, but not impressive.",2024-07-20 22:42:31,mobile,neutral
871,2837,"Not too bad, but could be better.",2024-07-17 00:19:53,email,neutral
872,9102,I wouldn't recommend this to anyone.,2023-09-12 16:39:55,mobile,negative
873,8381,"Extremely poor quality, not worth the price.",2023-10-06 23:35:42,web,negative
874,5213,"Fast and reliable, well done!",2023-05-12 03:36:45,email,positive
875,5428,"Not too bad, but could be better.",2023-12-27 17:17:55,email,neutral
876,6070,The product was defective upon arrival.,2024-05-27 01:49:47,email,negative
877,8315,"Extremely poor quality, not worth the price.",2023-07-02 03:25:44,email,negative
878,9686,"Extremely poor quality, not worth the price.",2024-07-29 07:11:11,mobile,negative
879,8772,"Extremely poor quality, not worth the price.",2023-10-29 20:32:22,email,negative
880,9078,The product works as expected.,2023-04-26 09:59:30,email,neutral
881,9593,"It was okay, nothing special.",2023-09-17 06:11:43,web,neutral
882,1943,I wouldn't recommend this to anyone.,2023-09-25 15:24:21,email,negative
883,8958,"Extremely poor quality, not worth the price.",2023-06-07 11:53:27,email,negative
884,8891,I wouldn't recommend this to anyone.,2024-01-04 01:16:19,mobile,negative
885,5881,The product was defective upon arrival.,2023-11-26 01:24:34,mobile,negative
886,9525,The product works as expected.,2023-03-29 02:36:17,email,neutral
887,2901,"Not too bad, but could be better.",2023-12-28 04:51:44,email,neutral
888,6552,Customer service was rude.,2024-08-03 00:26:47,web,negative
889,9451,"Service was fine, but not impressive.",2023-12-17 01:52:08,web,neutral
890,6578,Average experience overall.,2024-04-01 00:28:22,web,neutral
891,3131,Average experience overall.,2024-07-06 06:34:34,mobile,neutral
892,4031,The product works as expected.,2024-04-27 18:59:54,mobile,neutral
893,7855,"Fast and reliable, well done!",2023-08-22 22:19:41,mobile,positive
894,2832,"Everything was perfect, will use again.",2024-05-05 03:25:55,email,positive
895,8780,"Terrible experience, very disappointed.",2023-03-10 12:38:48,mobile,negative
896,9868,"Fast and reliable, well done!",2023-01-23 21:14:14,email,positive
897,8792,"Terrible experience, very disappointed.",2023-07-14 21:06:15,email,negative
898,6805,"Not too bad, but could be better.",2023-12-19 16:25:45,web,neutral
899,4045,"Not too bad, but could be better.",2023-08-08 23:59:51,email,neutral
900,3284,"Not too bad, but could be better.",2023-12-20 20:50:17,web,neutral
901,2119,"Terrible experience, very disappointed.",2023-05-17 07:41:02,web,negative
902,4478,"Extremely poor quality, not worth the price.",2023-02-28 16:23:06,web,negative
903,8891,Customer service was rude.,2023-12-26 21:21:30,mobile,negative
904,7810,"It was okay, nothing special.",2023-12-09 08:24:35,mobile,neutral
905,2139,"Everything was perfect, will use again.",2023-11-23 15:45:56,web,positive
906,9877,"Service was fine, but not impressive.",2023-09-27 23:00:02,web,neutral
907,7902,The product works as expected.,2024-05-17 12:57:02,web,neutral
908,6017,The service was outstanding!,2024-08-06 22:25:58,mobile,positive
909,3585,"Everything was perfect, will use again.",2024-05-02 12:18:19,mobile,positive
910,8353,The service was outstanding!,2023-03-12 21:08:03,email,positive
911,5221,"Not too bad, but could be better.",2023-09-24 21:45:20,email,neutral
912,8259,Customer service was rude.,2023-01-05 15:46:58,web,negative
913,1062,The product was defective upon arrival.,2024-07-07 10:59:50,mobile,negative
914,6703,The product was defective upon arrival.,2024-08-13 21:11:36,web,negative
915,9636,"Everything was perfect, will use again.",2023-08-08 22:16:43,email,positive
916,5749,"Great experience, highly recommend.",2024-02-15 20:47:18,email,positive
917,5066,Very satisfied with the product quality.,2023-04-29 03:01:09,web,positive
918,9829,I wouldn't recommend this to anyone.,2023-04-28 21:03:38,mobile,negative
919,5584,"Fast and reliable, well done!",2023-03-19 02:50:41,email,positive
920,5431,"Service was fine, but not impressive.",2023-03-30 01:31:57,mobile,neutral
921,9197,"It was okay, nothing special.",2024-05-18 00:48:58,web,neutral
922,8258,"Terrible experience, very disappointed.",2023-01-28 06:04:28,web,negative
923,6312,"Extremely poor quality, not worth the price.",2024-02-05 20:35:44,email,negative
924,8401,Customer service was rude.,2024-05-14 15:51:08,email,negative
925,5884,"Not too bad, but could be better.",2023-07-21 14:27:43,mobile,neutral
926,6047,The service was outstanding!,2024-01-24 17:54:28,mobile,positive
927,8048,I wouldn't recommend this to anyone.,2023-03-23 18:23:57,web,negative
928,1951,"It was okay, nothing special.",2023-05-29 11:27:27,web,neutral
929,5842,The product works as expected.,2023-11-07 11:11:56,email,neutral
930,3425,"It was okay, nothing special.",2023-08-31 12:15:36,mobile,neutral
931,2641,Customer service was rude.,2024-08-05 18:25:34,web,negative
932,9388,"Not too bad, but could be better.",2024-01-31 16:18:17,mobile,neutral
933,4526,"Not too bad, but could be better.",2023-08-10 23:08:01,email,neutral
934,5788,"Everything was perfect, will use again.",2023-08-07 10:41:43,mobile,positive
935,1537,Average experience overall.,2024-08-22 05:46:10,mobile,neutral
936,2063,"Terrible experience, very disappointed.",2023-06-18 23:14:12,web,negative
937,4179,The product was defective upon arrival.,2024-05-06 16:49:41,mobile,negative
938,2775,"Extremely poor quality, not worth the price.",2023-12-14 03:21:11,mobile,negative
939,1740,"Everything was perfect, will use again.",2023-04-16 18:11:55,email,positive
940,8602,Very satisfied with the product quality.,2024-01-06 01:24:38,web,positive
941,4483,The product was defective upon arrival.,2024-08-05 00:49:06,web,negative
942,6982,The product works as expected.,2023-12-15 14:05:06,email,neutral
943,7143,Customer service was rude.,2024-06-29 07:58:50,email,negative
944,6142,"Extremely poor quality, not worth the price.",2024-03-10 04:08:52,email,negative
945,1562,"Great experience, highly recommend.",2023-09-04 05:24:59,web,positive
946,3559,"Extremely poor quality, not worth the price.",2023-07-27 01:44:07,email,negative
947,9735,"Not too bad, but could be better.",2024-09-16 13:45:00,mobile,neutral
948,6481,"Great experience, highly recommend.",2023-03-21 01:03:42,email,positive
949,4927,"Terrible experience, very disappointed.",2024-03-11 16:25:31,email,negative
950,6689,The service was outstanding!,2024-04-03 12:20:51,email,positive
951,5808,I wouldn't recommend this to anyone.,2023-10-17 15:20:10,web,negative
952,2297,"Service was fine, but not impressive.",2024-05-21 10:25:06,web,neutral
953,1491,"Everything was perfect, will use again.",2023-07-28 20:31:59,web,positive
954,4404,"Extremely poor quality, not worth the price.",2023-08-25 19:21:33,email,negative
955,6234,I wouldn't recommend this to anyone.,2023-09-23 23:05:00,web,negative
956,4650,Very satisfied with the product quality.,2023-07-14 07:47:59,web,positive
957,5711,Very satisfied with the product quality.,2024-04-23 15:47:55,email,positive
958,6808,The product works as expected.,2023-12-05 17:05:18,mobile,neutral
959,4779,"Everything was perfect, will use again.",2024-08-02 00:36:45,email,positive
960,6820,Customer service was rude.,2023-04-17 20:01:17,mobile,negative
961,3414,"Service was fine, but not impressive.",2023-10-08 19:58:15,mobile,neutral
962,1603,"Terrible experience, very disappointed.",2023-01-01 07:42:14,email,negative
963,2788,"Not too bad, but could be better.",2023-03-25 07:41:42,email,neutral
964,7754,"Fast and reliable, well done!",2023-03-16 04:23:07,mobile,positive
965,7990,The product works as expected.,2024-06-09 03:31:27,mobile,neutral
966,7073,Very satisfied with the product quality.,2023-01-22 22:22:00,mobile,positive
967,5199,"Fast and reliable, well done!",2023-09-26 16:30:17,email,positive
968,8670,"Service was fine, but not impressive.",2023-08-07 12:18:00,mobile,neutral
969,8773,"Terrible experience, very disappointed.",2023-10-31 12:52:29,email,negative
970,4356,"Everything was perfect, will use again.",2024-04-30 13:24:33,web,positive
971,9879,The product works as expected.,2023-07-11 20:55:40,mobile,neutral
972,5928,The product works as expected.,2023-09-07 22:40:58,mobile,neutral
973,1011,"Everything was perfect, will use again.",2023-01-13 06:44:07,web,positive
974,4999,"It was okay, nothing special.",2023-03-28 18:43:29,email,neutral
975,8794,The service was outstanding!,2024-02-12 23:41:06,mobile,positive
976,6605,Very satisfied with the product quality.,2023-07-30 17:09:15,mobile,positive
977,9740,"Everything was perfect, will use again.",2023-10-13 09:56:41,email,positive
978,2232,"It was okay, nothing special.",2023-08-13 10:01:53,web,neutral
979,7967,Customer service was rude.,2024-07-03 02:16:04,mobile,negative
980,7341,Customer service was rude.,2024-02-28 05:24:09,web,negative
981,6185,Average experience overall.,2024-08-14 09:37:29,web,neutral
982,2790,"Extremely poor quality, not worth the price.",2023-01-11 23:41:38,web,negative
983,7499,"Great experience, highly recommend.",2024-09-09 09:34:00,email,positive
984,4239,"Everything was perfect, will use again.",2024-07-18 14:05:21,mobile,positive
985,4034,The product works as expected.,2023-03-08 08:48:42,web,neutral
986,8035,"Everything was perfect, will use again.",2024-07-11 05:48:35,email,positive
987,8710,"Fast and reliable, well done!",2024-07-01 20:03:13,mobile,positive
988,7740,"Not too bad, but could be better.",2024-09-21 14:59:08,email,neutral
989,7432,"Fast and reliable, well done!",2024-09-07 20:53:41,web,positive
990,4029,I wouldn't recommend this to anyone.,2024-06-07 20:39:15,web,negative
991,9454,"Fast and reliable, well done!",2024-02-03 14:17:29,web,positive
992,4934,The product works as expected.,2023-07-23 11:07:58,mobile,neutral
993,3881,"Great experience, highly recommend.",2023-11-09 05:22:25,email,positive
994,8336,"Service was fine, but not impressive.",2024-04-11 11:02:38,email,neutral
995,6516,Average experience overall.,2023-04-02 21:02:04,web,neutral
996,2602,Average experience overall.,2023-10-24 16:46:04,email,neutral
997,6012,"Terrible experience, very disappointed.",2023-02-12 10:48:24,web,negative
998,1969,"Great experience, highly recommend.",2023-04-17 20:31:46,web,positive
999,1876,"It was okay, nothing special.",2023-01-12 07:54:40,email,neutral
1000,2749,I wouldn't recommend this to anyone.,2023-10-03 18:06:02,web,negative
1001,9746,"Extremely poor quality, not worth the price.",2023-09-17 06:26:46,email,negative
1002,4636,I wouldn't recommend this to anyone.,2024-03-08 15:54:02,web,negative
1003,6724,Average experience overall.,2024-07-02 17:59:32,mobile,neutral
1004,6152,"Everything was perfect, will use again.",2023-01-08 21:05:27,web,positive
1005,6951,The service was outstanding!,2024-05-01 07:09:46,mobile,positive
1006,4486,"Great experience, highly recommend.",2023-12-14 06:01:43,email,positive
1007,8488,"Service was fine, but not impressive.",2023-02-08 18:07:28,email,neutral
1008,6177,"Service was fine, but not impressive.",2023-11-28 15:56:34,mobile,neutral
1009,5349,The service was outstanding!,2024-01-08 09:10:33,web,positive
1010,8205,"It was okay, nothing special.",2024-07-17 17:19:21,email,neutral
1011,1980,The service was outstanding!,2023-02-15 07:47:27,web,positive
1012,2561,Customer service was rude.,2024-01-18 00:35:47,email,negative
1013,8297,The service was outstanding!,2023-05-09 07:04:32,email,positive
1014,2388,The product works as expected.,2024-06-28 15:25:33,mobile,neutral
1015,4765,The product was defective upon arrival.,2023-08-04 23:23:17,email,negative
1016,6649,"Extremely poor quality, not worth the price.",2023-08-02 04:52:15,email,negative
1017,8268,"Not too bad, but could be better.",2024-08-24 05:07:12,email,neutral
1018,7682,"Terrible experience, very disappointed.",2023-06-13 08:01:52,email,negative
1019,8894,"Great experience, highly recommend.",2023-10-15 06:49:02,web,positive
1020,2999,Very satisfied with the product quality.,2024-08-31 14:44:48,web,positive
1021,7901,Customer service was rude.,2023-04-03 11:41:00,mobile,negative
1022,6789,"Extremely poor quality, not worth the price.",2024-04-06 18:52:30,email,negative
1023,3895,"Terrible experience, very disappointed.",2024-02-08 21:58:34,email,negative
1024,3336,The service was outstanding!,2024-05-09 00:31:45,email,positive
1025,6765,"Great experience, highly recommend.",2023-09-20 08:24:34,mobile,positive
1026,4964,Very satisfied with the product quality.,2023-08-03 00:18:43,web,positive
1027,1999,I wouldn't recommend this to anyone.,2023-11-06 06:02:58,web,negative
1028,9387,The product was defective upon arrival.,2024-05-21 17:03:16,email,negative
1029,9988,I wouldn't recommend this to anyone.,2023-10-13 04:23:27,mobile,negative
1030,8249,"Service was fine, but not impressive.",2024-04-02 00:43:56,email,neutral
1031,8617,"Fast and reliable, well done!",2024-05-12 10:25:17,email,positive
1032,1827,The product was defective upon arrival.,2023-12-10 13:30:28,email,negative
1033,1940,Customer service was rude.,2023-08-05 12:27:45,mobile,negative
1034,1980,"Terrible experience, very disappointed.",2023-04-19 07:23:31,email,negative
1035,9808,I wouldn't recommend this to anyone.,2024-05-18 13:58:27,mobile,negative
1036,4458,The service was outstanding!,2024-07-31 11:54:02,web,positive
1037,3356,"It was okay, nothing special.",2023-11-24 01:14:49,web,neutral
1038,5050,"Not too bad, but could be better.",2024-09-03 15:57:35,web,neutral
1039,5158,Average experience overall.,2024-01-21 05:55:27,email,neutral
1040,4243,The service was outstanding!,2023-10-14 21:37:04,mobile,positive
1041,3335,"Everything was perfect, will use again.",2024-05-07 00:58:12,email,positive
1042,2155,"Great experience, highly recommend.",2023-02-16 18:44:23,email,positive
1043,1469,The product works as expected.,2023-09-01 07:17:00,web,neutral
1044,2949,The product works as expected.,2023-06-21 13:31:38,mobile,neutral
1045,7003,"Service was fine, but not impressive.",2023-08-23 14:41:03,mobile,neutral
1046,5502,The product was defective upon arrival.,2023-08-18 04:26:10,email,negative
1047,8337,"It was okay, nothing special.",2024-06-23 03:18:48,email,neutral
1048,2078,Very satisfied with the product quality.,2023-11-24 21:51:28,email,positive
1049,4880,"Everything was perfect, will use again.",2024-02-16 23:29:32,web,positive
1050,3094,"Terrible experience, very disappointed.",2024-09-14 21:15:31,mobile,negative
1051,4323,"Not too bad, but could be better.",2023-07-25 14:19:21,mobile,neutral
1052,8162,"Service was fine, but not impressive.",2023-02-12 07:15:08,web,neutral
1053,6875,I wouldn't recommend this to anyone.,2023-11-29 02:29:22,mobile,negative
1054,4201,"It was okay, nothing special.",2023-04-17 00:30:31,web,neutral
1055,4167,"Great experience, highly recommend.",2024-06-03 20:09:13,web,positive
1056,8232,"Not too bad, but could be better.",2023-10-02 19:46:15,mobile,neutral
1057,7057,Very satisfied with the product quality.,2023-06-08 07:08:17,mobile,positive
1058,8092,The service was outstanding!,2024-08-13 02:54:27,mobile,positive
1059,3833,Customer service was rude.,2023-06-08 06:27:58,email,negative
1060,4706,"Terrible experience, very disappointed.",2023-05-13 05:49:00,email,negative
1061,4258,The service was outstanding!,2024-04-18 00:56:51,email,positive
1062,9698,"Great experience, highly recommend.",2023-05-18 23:57:43,web,positive
1063,2679,"Everything was perfect, will use again.",2023-08-10 12:03:46,mobile,positive
1064,3867,Very satisfied with the product quality.,2023-06-04 02:09:26,web,positive
1065,3392,"Extremely poor quality, not worth the price.",2023-04-15 19:45:07,email,negative
1066,3055,Average experience overall.,2024-04-24 10:56:59,web,neutral
1067,2275,"Fast and reliable, well done!",2023-03-13 19:51:36,mobile,positive
1068,7635,"Everything was perfect, will use again.",2023-09-07 04:20:35,email,positive
1069,3528,Customer service was rude.,2023-11-30 10:06:29,web,negative
1070,6486,"Not too bad, but could be better.",2024-09-05 13:02:33,web,neutral
1071,6782,"Extremely poor quality, not worth the price.",2023-01-19 07:49:57,web,negative
1072,1983,"Service was fine, but not impressive.",2023-05-31 22:59:37,mobile,neutral
1073,7004,"Everything was perfect, will use again.",2023-09-13 22:26:07,mobile,positive
1074,5147,"Everything was perfect, will use again.",2024-07-29 12:02:44,mobile,positive
1075,7549,"Not too bad, but could be better.",2024-08-22 11:48:44,email,neutral
1076,3190,The product works as expected.,2023-06-28 13:16:03,web,neutral
1077,4640,Very satisfied with the product quality.,2024-04-30 16:15:00,mobile,positive
1078,8104,Customer service was rude.,2023-07-11 06:32:55,email,negative
1079,5465,"Terrible experience, very disappointed.",2024-08-24 08:16:39,email,negative
1080,3639,The product works as expected.,2024-05-30 02:20:19,email,neutral
1081,4340,The service was outstanding!,2023-05-03 02:37:33,email,positive
1082,7571,Very satisfied with the product quality.,2023-10-29 06:22:38,email,positive
1083,9793,"Not too bad, but could be better.",2023-04-07 03:59:11,mobile,neutral
1084,6715,"Fast and reliable, well done!",2024-04-07 09:44:42,mobile,positive
1085,3075,"Everything was perfect, will use again.",2023-04-30 02:00:27,email,positive
1086,5577,"Great experience, highly recommend.",2024-08-24 16:28:15,email,positive
1087,4419,"Everything was perfect, will use again.",2023-11-06 18:53:33,mobile,positive
1088,3469,Very satisfied with the product quality.,2023-07-05 01:38:15,email,positive
1089,9237,Customer service was rude.,2023-11-28 07:01:48,email,negative
1090,7762,"Terrible experience, very disappointed.",2024-05-31 16:25:24,email,negative
1091,9151,Very satisfied with the product quality.,2023-07-31 17:16:39,mobile,positive
1092,2488,Customer service was rude.,2024-03-23 00:07:04,mobile,negative
1093,6061,The service was outstanding!,2023-03-22 08:21:26,mobile,positive
1094,4278,"Everything was perfect, will use again.",2023-03-23 17:13:06,mobile,positive
1095,5185,The product works as expected.,2023-06-17 04:11:10,web,neutral
1096,2565,"It was okay, nothing special.",2024-05-13 01:44:06,email,neutral
1097,8137,"Service was fine, but not impressive.",2024-04-23 02:22:12,mobile,neutral
1098,5525,Very satisfied with the product quality.,2023-11-29 08:54:14,web,positive
1099,4779,The product was defective upon arrival.,2024-05-14 04:44:08,email,negative
1100,9070,The product works as expected.,2024-04-01 11:42:37,mobile,neutral
1101,5628,"Service was fine, but not impressive.",2024-09-10 17:07:56,mobile,neutral
1102,1703,I wouldn't recommend this to anyone.,2023-02-22 21:50:33,mobile,negative
1103,4171,"Great experience, highly recommend.",2023-08-29 23:38:39,email,positive
1104,4020,"Extremely poor quality, not worth the price.",2023-01-18 20:24:11,web,negative
1105,3832,The product works as expected.,2024-03-09 22:32:46,mobile,neutral
1106,2842,The product was defective upon arrival.,2024-08-26 21:12:36,email,negative
1107,6030,"Extremely poor quality, not worth the price.",2023-04-12 06:41:18,email,negative
1108,7180,"Service was fine, but not impressive.",2023-08-18 15:35:23,web,neutral
1109,3510,Average experience overall.,2024-06-02 19:47:32,web,neutral
1110,6882,Average experience overall.,2024-08-24 08:04:34,mobile,neutral
1111,3911,The product works as expected.,2024-02-21 17:51:27,web,neutral
1112,3982,Very satisfied with the product quality.,2024-02-11 04:48:47,email,positive
1113,1182,The product works as expected.,2024-08-30 22:55:01,mobile,neutral
1114,1683,"Not too bad, but could be better.",2024-01-27 07:21:10,email,neutral
1115,3148,Average experience overall.,2023-11-02 19:33:42,mobile,neutral
1116,2886,Customer service was rude.,2023-08-23 04:14:33,mobile,negative
1117,5745,"Terrible experience, very disappointed.",2023-09-02 11:40:52,mobile,negative
1118,1382,"Great experience, highly recommend.",2023-06-11 09:30:43,email,positive
1119,3183,"Not too bad, but could be better.",2023-06-06 19:46:16,email,neutral
1120,7879,I wouldn't recommend this to anyone.,2024-08-21 16:49:56,email,negative
1121,1757,"Service was fine, but not impressive.",2023-06-10 11:13:26,web,neutral
1122,9845,The product was defective upon arrival.,2023-08-08 01:55:48,mobile,negative
1123,1744,"Great experience, highly recommend.",2024-08-31 06:09:26,email,positive
1124,4020,The service was outstanding!,2023-08-25 16:37:43,email,positive
1125,4463,The product was defective upon arrival.,2024-05-16 01:44:03,web,negative
1126,4201,"It was okay, nothing special.",2023-07-14 21:03:39,email,neutral
1127,4005,Very satisfied with the product quality.,2023-02-16 05:43:48,mobile,positive
1128,7158,"Everything was perfect, will use again.",2024-03-11 12:25:15,mobile,positive
1129,9914,Customer service was rude.,2023-07-19 12:49:30,web,negative
1130,9494,Very satisfied with the product quality.,2023-06-16 14:12:30,web,positive
1131,5785,"Terrible experience, very disappointed.",2024-03-02 18:30:09,mobile,negative
1132,2327,The product works as expected.,2023-01-27 09:00:54,mobile,neutral
1133,8611,"Everything was perfect, will use again.",2023-08-14 07:55:48,web,positive
1134,6349,The product works as expected.,2023-07-20 22:52:01,mobile,neutral
1135,7856,"Terrible experience, very disappointed.",2023-10-23 13:37:39,mobile,negative
1136,3402,I wouldn't recommend this to anyone.,2023-11-02 00:11:02,web,negative
1137,6747,Average experience overall.,2023-02-13 08:30:13,mobile,neutral
1138,3044,"Not too bad, but could be better.",2023-03-28 16:37:46,mobile,neutral
1139,1590,"Fast and reliable, well done!",2023-08-20 08:45:05,mobile,positive
1140,2954,"Not too bad, but could be better.",2023-06-07 17:22:57,web,neutral
1141,5254,Very satisfied with the product quality.,2024-06-09 16:37:58,web,positive
1142,4601,"Everything was perfect, will use again.",2024-06-27 20:19:01,email,positive
1143,2970,Customer service was rude.,2023-05-09 10:31:55,mobile,negative
1144,5821,"Not too bad, but could be better.",2024-05-20 19:09:17,web,neutral
1145,9056,Customer service was rude.,2023-05-07 16:44:58,email,negative
1146,1025,"Extremely poor quality, not worth the price.",2023-11-09 23:58:50,email,negative
1147,3939,"Terrible experience, very disappointed.",2024-08-06 19:24:15,email,negative
1148,6989,"It was okay, nothing special.",2024-03-23 20:38:06,mobile,neutral
1149,9110,The product works as expected.,2024-06-02 10:43:45,mobile,neutral
1150,1233,"Terrible experience, very disappointed.",2024-09-03 23:32:28,mobile,negative
1151,9909,Customer service was rude.,2024-08-07 03:33:47,web,negative
1152,8702,"Extremely poor quality, not worth the price.",2023-03-19 03:53:08,mobile,negative
1153,8813,"Not too bad, but could be better.",2024-07-10 04:06:37,email,neutral
1154,1958,"Great experience, highly recommend.",2023-09-27 11:43:53,mobile,positive
1155,9552,Average experience overall.,2024-07-09 07:28:16,web,neutral
1156,9836,"It was okay, nothing special.",2023-03-25 12:56:09,email,neutral
1157,2200,I wouldn't recommend this to anyone.,2024-02-17 04:58:40,web,negative
1158,1782,"Service was fine, but not impressive.",2024-06-26 10:00:18,web,neutral
1159,2518,Customer service was rude.,2023-08-23 10:46:01,web,negative
1160,4164,I wouldn't recommend this to anyone.,2023-08-05 01:26:40,email,negative
1161,7068,Average experience overall.,2024-09-15 10:33:04,email,neutral
1162,7637,"It was okay, nothing special.",2023-08-12 21:38:43,email,neutral
1163,4298,"Everything was perfect, will use again.",2024-03-28 16:56:45,web,positive
1164,1066,"Service was fine, but not impressive.",2023-05-12 12:26:39,email,neutral
1165,9069,"It was okay, nothing special.",2024-03-11 12:05:02,mobile,neutral
1166,2528,"Service was fine, but not impressive.",2023-05-26 09:47:45,email,neutral
1167,2221,Customer service was rude.,2023-12-19 01:07:02,mobile,negative
1168,6178,The product works as expected.,2023-06-27 09:21:12,email,neutral
1169,5156,"Everything was perfect, will use again.",2024-09-17 08:08:22,mobile,positive
1170,5115,The product works as expected.,2024-05-31 10:54:12,mobile,neutral
1171,7201,"Service was fine, but not impressive.",2023-03-19 19:08:29,email,neutral
1172,4335,"Everything was perfect, will use again.",2023-07-08 20:40:37,mobile,positive
1173,1477,"Not too bad, but could be better.",2023-09-17 00:16:38,email,neutral
1174,1691,"Not too bad, but could be better.",2023-07-04 04:42:22,web,neutral
1175,4119,Average experience overall.,2024-07-08 20:52:56,mobile,neutral
1176,8530,"It was okay, nothing special.",2024-06-15 16:04:53,mobile,neutral
1177,1015,"Not too bad, but could be better.",2023-05-29 22:03:54,web,neutral
1178,4862,"Not too bad, but could be better.",2024-02-28 08:52:55,web,neutral
1179,7320,"Not too bad, but could be better.",2023-10-12 03:59:01,email,neutral
1180,8151,"Great experience, highly recommend.",2023-02-03 19:31:17,web,positive
1181,9401,"Terrible experience, very disappointed.",2024-01-28 23:28:06,email,negative
1182,2639,The product was defective upon arrival.,2024-03-31 09:04:41,web,negative
1183,1539,"It was okay, nothing special.",2023-08-14 04:40:27,email,neutral
1184,7234,"Not too bad, but could be better.",2024-07-07 21:11:23,email,neutral
1185,3689,Customer service was rude.,2024-02-15 11:40:08,mobile,negative
1186,6942,"Terrible experience, very disappointed.",2023-05-08 02:29:24,mobile,negative
1187,6164,I wouldn't recommend this to anyone.,2024-05-25 07:55:57,web,negative
1188,2790,I wouldn't recommend this to anyone.,2023-06-25 09:25:29,email,negative
1189,5952,The service was outstanding!,2023-02-14 11:57:17,mobile,positive
1190,7941,Average experience overall.,2024-05-17 19:20:11,web,neutral
1191,6830,Customer service was rude.,2023-02-08 13:19:52,mobile,negative
1192,8720,"Everything was perfect, will use again.",2024-03-12 05:20:04,email,positive
1193,2337,The service was outstanding!,2023-01-14 07:44:46,mobile,positive
1194,1089,"Not too bad, but could be better.",2023-05-17 15:49:40,web,neutral
1195,1877,"Not too bad, but could be better.",2024-08-28 08:23:14,email,neutral
1196,1098,Customer service was rude.,2023-03-04 14:11:43,mobile,negative
1197,3526,"Great experience, highly recommend.",2024-02-15 19:22:56,email,positive
1198,5343,"Not too bad, but could be better.",2023-11-11 20:30:01,web,neutral
1199,1740,"Extremely poor quality, not worth the price.",2023-05-15 02:24:06,mobile,negative
1200,8494,Customer service was rude.,2024-09-04 17:37:22,web,negative
1201,4380,"Everything was perfect, will use again.",2024-06-09 22:20:47,web,positive
1202,2898,"It was okay, nothing special.",2024-02-09 22:09:03,email,neutral
1203,4847,The product was defective upon arrival.,2023-04-04 17:50:03,web,negative
1204,1866,I wouldn't recommend this to anyone.,2024-05-01 14:49:00,email,negative
1205,8028,"Great experience, highly recommend.",2024-08-18 13:46:16,web,positive
1206,5580,"Not too bad, but could be better.",2023-11-27 10:36:20,mobile,neutral
1207,6920,"Great experience, highly recommend.",2023-12-05 12:33:28,mobile,positive
1208,3085,The product was defective upon arrival.,2024-03-04 02:36:47,mobile,negative
1209,7843,Average experience overall.,2024-03-26 11:34:32,mobile,neutral
1210,8437,"Everything was perfect, will use again.",2023-12-16 02:15:17,web,positive
1211,1105,The product was defective upon arrival.,2023-12-18 07:51:30,web,negative
1212,2892,"Everything was perfect, will use again.",2023-03-22 00:38:25,web,positive
1213,8694,The service was outstanding!,2024-05-27 08:33:19,web,positive
