claim_id,customer_id,claim_date,claim_amount,incident_type,document_status,approval_status,processing_time
993,7662,2023-12-29,6554.62,Theft,Incomplete,Under Review,10
994,1476,2024-06-04,2677.03,Fire,Complete,Rejected,32
995,5409,2022-12-04,12205.05,Natural Disaster,Pending,Under Review,90
996,7377,2023-03-26,16020.88,Accident,Incomplete,Under Review,9
997,4660,2023-10-05,13530.37,Theft,Pending,Rejected,40
998,7969,2023-09-02,7445.12,Theft,Incomplete,Approved,33
999,1122,2023-11-08,6387.77,Natural Disaster,Complete,Approved,27
1000,3512,2023-09-14,3538.28,Fire,Incomplete,Approved,70
1001,4205,2023-03-11,7853.78,Accident,Incomplete,Approved,79
1002,8358,2024-09-14,9332.95,Vandalism,Incomplete,Under Review,82
1003,4948,2024-01-08,13165.43,Vandalism,Pending,Rejected,32
1004,9456,2024-04-18,10291.47,Theft,Complete,Under Review,90
1005,3019,2024-05-05,15515.82,Theft,Complete,Rejected,63
1006,2326,2024-04-05,9132.27,Theft,Pending,Rejected,29
1007,9814,2023-09-07,770.4,Theft,Complete,Approved,14
1008,5972,2024-01-11,7003.51,Natural Disaster,Incomplete,Approved,76
1009,9223,2023-01-17,12747.65,Accident,Pending,Under Review,11
1010,8581,2023-09-12,1374.43,Theft,Incomplete,Approved,20
1011,5619,2022-10-25,7373.01,Natural Disaster,Pending,Under Review,14
1012,9485,2023-07-21,18771.87,Fire,Complete,Under Review,75
1013,7095,2024-01-09,10031.1,Vandalism,Pending,Rejected,34
1014,3172,2023-11-25,12856.72,Theft,Incomplete,Under Review,32
1015,7878,2023-08-14,1442.35,Theft,Pending,Approved,72
1016,8246,2023-06-29,15127.56,Accident,Incomplete,Approved,11
1017,1205,2024-08-15,14125.09,Theft,Pending,Approved,65
1018,9861,2023-01-06,14442.4,Fire,Incomplete,Under Review,26
1019,8313,2024-05-05,18984.93,Fire,Pending,Approved,50
1020,9148,2024-06-27,7322.77,Accident,Incomplete,Approved,65
1021,6359,2024-01-04,12227.13,Fire,Pending,Under Review,55
1022,8145,2023-03-11,13939.63,Natural Disaster,Incomplete,Rejected,57
1023,4073,2023-10-26,1320.96,Natural Disaster,Incomplete,Rejected,7
1024,8498,2022-11-23,9394.09,Accident,Incomplete,Approved,58
1025,7524,2022-12-07,15443.78,Fire,Incomplete,Under Review,75
1026,4860,2024-05-31,17987.6,Theft,Pending,Under Review,61
1027,2977,2024-07-07,11911.12,Natural Disaster,Complete,Rejected,78
1028,2800,2024-04-19,4781.31,Theft,Complete,Rejected,46
1029,3741,2023-03-21,18061.91,Fire,Pending,Rejected,71
1030,2542,2024-06-22,17854.99,Fire,Pending,Approved,27
1031,2451,2024-06-30,3733.28,Natural Disaster,Pending,Under Review,50
1032,8250,2022-11-12,6179.38,Vandalism,Pending,Under Review,89
1033,6587,2023-12-15,19233.18,Theft,Complete,Rejected,54
1034,1894,2023-01-30,4029.87,Fire,Complete,Under Review,44
1035,5110,2024-09-12,6286.39,Theft,Complete,Under Review,10
1036,9604,2024-02-03,1408.11,Accident,Complete,Rejected,66
1037,8040,2024-04-27,2744.09,Vandalism,Incomplete,Rejected,19
1038,8090,2024-02-21,18012.21,Vandalism,Complete,Approved,15
1039,1504,2022-09-24,5724.74,Vandalism,Pending,Approved,8
1040,4223,2023-01-05,1609.75,Natural Disaster,Pending,Under Review,40
1041,8600,2023-06-03,18311.08,Theft,Incomplete,Rejected,70
1042,4290,2023-12-03,4889.16,Fire,Pending,Rejected,41
1043,6439,2023-03-14,13884.74,Vandalism,Complete,Approved,87
1044,4237,2023-01-08,15729.28,Theft,Complete,Rejected,61
1045,1054,2023-06-03,7144.88,Accident,Incomplete,Under Review,27
1046,7733,2022-10-24,19616.78,Theft,Complete,Approved,40
1047,7624,2023-11-22,17593.5,Fire,Complete,Under Review,3
1048,7460,2024-06-10,12597.15,Theft,Incomplete,Approved,73
1049,1065,2023-07-16,11650.55,Accident,Incomplete,Approved,3
1050,4756,2023-05-07,11100.06,Accident,Incomplete,Approved,67
1051,4036,2023-09-20,978.41,Fire,Complete,Rejected,3
1052,5492,2022-10-31,10101.85,Accident,Complete,Rejected,70
1053,6966,2023-05-11,8873.43,Accident,Complete,Under Review,18
1054,9715,2024-04-21,13318.55,Theft,Complete,Rejected,80
1055,5057,2023-07-26,1916.73,Vandalism,Complete,Under Review,9
1056,8921,2024-02-22,4449.2,Vandalism,Pending,Rejected,37
1057,8637,2024-05-29,13685.85,Theft,Complete,Approved,12
1058,8961,2023-06-11,8191.64,Accident,Incomplete,Approved,14
1059,9916,2023-08-12,12517.95,Accident,Complete,Rejected,67
1060,7928,2024-09-02,9859.6,Theft,Pending,Rejected,17
1061,6592,2023-02-03,7867.01,Fire,Complete,Rejected,64
1062,6062,2023-02-14,13266.48,Fire,Incomplete,Rejected,17
1063,7258,2023-04-25,4915.87,Natural Disaster,Incomplete,Rejected,11
1064,8100,2023-07-06,9387.62,Fire,Complete,Under Review,25
1065,1374,2023-11-11,17414.34,Theft,Pending,Approved,30
1066,1172,2023-09-05,12616.8,Natural Disaster,Incomplete,Approved,58
1067,6494,2024-08-26,4623.86,Accident,Pending,Under Review,33
1068,1488,2023-09-01,17673.29,Theft,Pending,Under Review,13
1069,4611,2023-08-31,17065.05,Theft,Pending,Under Review,49
1070,1441,2024-07-07,2022.37,Theft,Complete,Approved,89
1071,3073,2022-11-09,18710.95,Accident,Incomplete,Under Review,88
1072,1606,2023-11-21,1406.43,Natural Disaster,Incomplete,Approved,63
1073,4559,2023-11-20,1800.67,Vandalism,Incomplete,Under Review,42
1074,4742,2023-03-05,10476.46,Accident,Complete,Under Review,20
1075,5193,2022-11-13,1422.74,Fire,Incomplete,Rejected,50
1076,4748,2023-12-24,3079.68,Accident,Pending,Under Review,34
1077,5827,2023-01-13,15092.63,Theft,Incomplete,Under Review,47
1078,2773,2023-12-05,8666.73,Fire,Pending,Approved,65
1079,8155,2023-03-25,1483.64,Fire,Incomplete,Under Review,10
1080,5474,2024-03-05,2308.03,Accident,Pending,Approved,52
1081,5450,2024-09-04,6984.0,Accident,Incomplete,Approved,79
1082,7626,2023-01-03,10200.88,Vandalism,Pending,Approved,89
1083,9162,2024-08-20,16666.67,Natural Disaster,Incomplete,Under Review,37
1084,5106,2023-02-17,7360.44,Fire,Complete,Under Review,29
1085,2356,2023-08-03,13134.72,Fire,Pending,Rejected,33
1086,4546,2024-06-20,2421.55,Theft,Incomplete,Rejected,77
1087,6563,2024-01-20,19406.1,Fire,Incomplete,Under Review,7
1088,8199,2022-09-28,10130.18,Vandalism,Pending,Rejected,48
1089,8517,2023-05-06,15070.23,Accident,Incomplete,Approved,53
1090,2785,2023-11-23,16577.84,Theft,Incomplete,Rejected,48
1091,1248,2022-12-06,17033.66,Vandalism,Pending,Rejected,31
1092,8522,2022-11-16,14867.45,Accident,Complete,Under Review,27
1093,8175,2024-02-11,2861.66,Vandalism,Incomplete,Approved,46
1094,3183,2023-02-03,12177.64,Vandalism,Pending,Under Review,56
1095,7846,2023-02-26,12066.83,Vandalism,Pending,Approved,17
1096,4694,2023-08-16,5299.25,Theft,Pending,Under Review,19
1097,2421,2023-06-26,6415.89,Vandalism,Incomplete,Under Review,13
1098,8453,2023-10-22,13043.05,Fire,Complete,Approved,72
1099,9925,2024-03-10,4115.04,Fire,Pending,Under Review,1
1100,1186,2023-12-29,18636.55,Vandalism,Complete,Under Review,12
1101,3219,2022-12-31,4609.03,Natural Disaster,Pending,Rejected,50
1102,1897,2023-08-16,11501.07,Theft,Incomplete,Under Review,41
1103,3312,2023-09-16,1313.58,Fire,Incomplete,Rejected,60
1104,5663,2022-12-23,11357.94,Accident,Pending,Under Review,13
1105,1439,2023-11-04,13067.91,Natural Disaster,Complete,Approved,50
1106,2013,2023-06-26,3589.27,Fire,Incomplete,Under Review,49
1107,3812,2024-01-05,19810.77,Theft,Incomplete,Under Review,58
1108,6298,2023-04-29,12208.07,Theft,Complete,Under Review,17
1109,2046,2024-07-10,10003.45,Natural Disaster,Pending,Rejected,3
1110,8034,2024-03-19,13339.38,Fire,Incomplete,Rejected,67
1111,5747,2023-07-10,14093.41,Fire,Pending,Approved,69
1112,3376,2023-08-22,16691.62,Fire,Incomplete,Approved,58
1113,4897,2023-05-14,6379.59,Fire,Complete,Under Review,90
1114,2399,2023-06-23,12291.47,Natural Disaster,Incomplete,Under Review,14
1115,1682,2023-09-02,19849.45,Accident,Complete,Rejected,52
1116,4509,2023-07-16,5283.53,Accident,Pending,Under Review,10
1117,1018,2024-03-15,12617.8,Fire,Incomplete,Rejected,72
1118,9748,2024-03-10,11375.66,Vandalism,Pending,Approved,52
1119,7193,2023-07-25,19633.66,Natural Disaster,Complete,Approved,15
1120,9686,2024-06-02,14056.3,Fire,Incomplete,Approved,5
1121,7784,2024-08-10,8942.65,Fire,Complete,Under Review,42
1122,6486,2023-06-04,19491.67,Vandalism,Incomplete,Rejected,29
1123,5953,2023-04-07,12937.82,Vandalism,Pending,Approved,60
1124,3402,2023-01-08,754.4,Vandalism,Incomplete,Approved,67
1125,5125,2023-09-15,7395.15,Accident,Incomplete,Rejected,77
1126,4307,2023-08-22,12771.83,Natural Disaster,Pending,Approved,31
1127,1304,2024-03-29,10351.78,Accident,Incomplete,Under Review,16
1128,5775,2023-01-16,1772.82,Natural Disaster,Pending,Rejected,30
1129,7766,2024-01-12,5778.62,Fire,Pending,Approved,54
1130,8442,2023-10-09,7959.52,Vandalism,Incomplete,Approved,65
1131,4254,2023-01-26,19809.22,Theft,Incomplete,Rejected,58
1132,4720,2024-01-22,11178.14,Accident,Complete,Under Review,87
1133,6444,2023-07-05,14333.52,Vandalism,Complete,Approved,34
1134,9892,2023-04-27,16297.46,Natural Disaster,Incomplete,Rejected,31
1135,6415,2024-02-29,14950.61,Theft,Pending,Approved,24
1136,2181,2023-11-14,18737.77,Fire,Complete,Under Review,3
1137,1759,2023-10-31,15091.09,Theft,Complete,Under Review,21
1138,4906,2024-01-08,5558.34,Theft,Complete,Under Review,66
1139,2720,2023-05-18,7100.48,Vandalism,Pending,Under Review,52
1140,3839,2023-03-28,2485.6,Accident,Pending,Approved,84
1141,8707,2023-01-23,13432.97,Natural Disaster,Complete,Approved,63
1142,4830,2023-01-03,13500.17,Theft,Pending,Approved,11
1143,4560,2022-11-13,16585.51,Theft,Incomplete,Under Review,6
1144,7716,2023-11-08,15449.45,Fire,Pending,Rejected,11
1145,7731,2023-06-09,7891.07,Theft,Incomplete,Under Review,71
1146,7480,2023-09-21,10979.42,Accident,Complete,Under Review,47
1147,3353,2023-12-06,13488.75,Natural Disaster,Pending,Approved,36
1148,8293,2022-12-04,3800.59,Natural Disaster,Complete,Approved,33
1149,5017,2024-09-17,14925.43,Accident,Complete,Rejected,80
1150,2414,2022-12-19,8849.86,Natural Disaster,Complete,Approved,45
1151,1451,2022-10-08,11267.69,Fire,Incomplete,Approved,81
1152,9195,2024-09-20,7303.01,Vandalism,Complete,Under Review,18
1153,7594,2023-03-06,17903.57,Theft,Pending,Approved,88
1154,2537,2023-12-02,9510.49,Natural Disaster,Complete,Approved,46
1155,7474,2023-10-08,6596.13,Natural Disaster,Pending,Approved,90
1156,6176,2024-04-04,10181.32,Accident,Complete,Approved,42
1157,5117,2024-09-13,5405.99,Natural Disaster,Complete,Rejected,3
1158,6656,2023-07-03,531.3,Fire,Complete,Under Review,32
1159,5102,2023-07-21,3711.75,Natural Disaster,Pending,Approved,35
1160,8165,2024-01-18,16982.64,Fire,Pending,Approved,25
1161,6155,2023-12-11,12093.51,Accident,Incomplete,Under Review,70
1162,1778,2024-08-15,12766.65,Theft,Incomplete,Approved,73
1163,4478,2023-02-04,667.12,Theft,Complete,Rejected,59
1164,9554,2023-08-09,17455.38,Accident,Complete,Under Review,65
1165,2264,2024-02-27,17097.23,Theft,Pending,Rejected,65
1166,3572,2023-03-17,9256.83,Theft,Complete,Rejected,32
1167,1053,2023-03-12,11532.39,Vandalism,Complete,Under Review,80
1168,9658,2024-03-08,2444.33,Accident,Incomplete,Under Review,36
1169,5370,2023-09-24,19213.89,Accident,Complete,Approved,9
1170,9096,2024-04-24,4352.05,Vandalism,Complete,Rejected,41
1171,5546,2024-05-21,16477.37,Natural Disaster,Complete,Approved,69
1172,6698,2024-02-22,3854.95,Fire,Pending,Rejected,54
1173,6855,2023-06-19,13523.94,Fire,Complete,Rejected,31
1174,7053,2024-06-24,18858.44,Theft,Pending,Approved,73
1175,6945,2023-03-22,18223.23,Theft,Incomplete,Under Review,58
1176,2219,2022-11-10,18667.28,Theft,Incomplete,Rejected,44
1177,5946,2023-12-17,5778.34,Theft,Pending,Rejected,80
1178,4153,2024-03-26,17049.93,Theft,Pending,Rejected,18
1179,4467,2024-08-30,10071.3,Natural Disaster,Complete,Rejected,27
1180,7562,2024-01-25,16929.53,Theft,Pending,Under Review,83
1181,5793,2024-05-06,3466.41,Theft,Complete,Under Review,18
1182,3480,2024-06-25,4462.21,Vandalism,Pending,Approved,48
1183,7198,2022-10-23,13577.82,Theft,Incomplete,Under Review,32
1184,4438,2023-11-18,12346.46,Natural Disaster,Complete,Rejected,53
1185,8758,2024-05-29,12957.76,Natural Disaster,Incomplete,Under Review,61
1186,7564,2024-08-16,11314.15,Accident,Complete,Under Review,43
1187,4909,2023-09-17,14859.24,Fire,Incomplete,Approved,31
1188,5022,2024-02-23,9233.68,Natural Disaster,Incomplete,Under Review,52
1189,3799,2024-01-21,12665.06,Natural Disaster,Complete,Approved,11
1190,7406,2023-08-14,11188.47,Natural Disaster,Incomplete,Approved,45
1191,4579,2023-01-08,1463.61,Theft,Pending,Rejected,31
1192,2415,2023-08-26,6590.93,Natural Disaster,Complete,Rejected,24
1193,7037,2024-01-16,12912.92,Theft,Complete,Rejected,47
1194,5581,2023-10-31,8619.02,Vandalism,Complete,Approved,74
1195,2529,2024-07-31,13825.43,Fire,Pending,Approved,55
1196,8525,2023-08-13,819.17,Natural Disaster,Pending,Approved,50
1197,5647,2024-06-30,19930.26,Vandalism,Pending,Under Review,62
1198,3277,2023-04-08,2915.35,Accident,Complete,Rejected,50
1199,8328,2023-01-14,3110.68,Vandalism,Incomplete,Under Review,30
1200,8426,2024-07-09,4501.77,Theft,Pending,Rejected,1
1201,7247,2022-10-24,946.08,Natural Disaster,Incomplete,Rejected,19
1202,3314,2024-05-27,1560.33,Accident,Pending,Under Review,63
1203,3063,2023-02-18,7520.92,Theft,Incomplete,Under Review,69
1204,2833,2024-01-29,17902.58,Vandalism,Pending,Approved,62
1205,4743,2023-11-02,6482.28,Accident,Complete,Rejected,14
1206,4337,2024-05-18,14356.14,Theft,Pending,Under Review,42
1207,5372,2024-07-21,10729.47,Accident,Pending,Approved,2
1208,1900,2024-06-26,16665.76,Accident,Incomplete,Under Review,18
1209,7744,2024-04-26,13348.97,Vandalism,Incomplete,Approved,2
1210,8712,2023-10-15,1786.04,Fire,Complete,Under Review,13
1211,8218,2024-01-25,13027.68,Theft,Pending,Rejected,18
1212,4481,2024-06-08,12114.31,Theft,Complete,Rejected,50
1213,2848,2024-01-25,2403.89,Theft,Incomplete,Rejected,6
1214,8761,2024-08-11,12921.54,Vandalism,Pending,Rejected,71
1215,1261,2022-12-30,18831.84,Natural Disaster,Incomplete,Approved,32
1216,2449,2023-10-13,17235.57,Accident,Complete,Rejected,31
1217,8760,2024-08-06,12940.21,Accident,Complete,Under Review,55
1218,6932,2023-08-20,19173.86,Accident,Pending,Approved,21
1219,8121,2023-12-17,12865.28,Natural Disaster,Complete,Under Review,43
1220,6887,2023-06-02,7385.73,Vandalism,Complete,Rejected,48
1221,1431,2023-07-07,8384.43,Theft,Complete,Approved,55
1222,3298,2023-01-19,2163.84,Fire,Complete,Under Review,3
1223,8536,2024-05-30,1569.4,Fire,Incomplete,Under Review,54
1224,1519,2023-08-03,9188.93,Theft,Pending,Rejected,61
1225,7657,2022-09-30,1535.24,Fire,Complete,Rejected,50
1226,8337,2023-05-20,17078.18,Vandalism,Complete,Under Review,28
1227,5859,2023-03-21,16366.96,Accident,Incomplete,Approved,21
1228,2017,2024-01-23,4635.97,Natural Disaster,Complete,Rejected,80
1229,5854,2023-04-30,7307.03,Natural Disaster,Pending,Under Review,46
1230,2701,2023-12-08,17319.66,Theft,Incomplete,Under Review,85
1231,1761,2023-08-22,12847.02,Accident,Pending,Under Review,50
1232,7730,2023-07-16,8844.76,Vandalism,Incomplete,Rejected,84
1233,6532,2023-02-03,18689.55,Vandalism,Pending,Under Review,32
1234,5832,2022-11-08,15996.48,Vandalism,Incomplete,Under Review,11
1235,6033,2023-04-11,6679.72,Accident,Pending,Under Review,6
1236,9344,2023-10-21,13219.29,Fire,Pending,Approved,60
1237,5337,2023-05-16,18238.45,Fire,Incomplete,Under Review,2
1238,2115,2024-08-28,3271.94,Theft,Pending,Rejected,36
1239,4935,2023-11-01,697.92,Fire,Pending,Rejected,64
1240,7072,2023-05-06,4106.7,Theft,Incomplete,Under Review,18
1241,9917,2024-03-02,6294.03,Theft,Incomplete,Approved,64
1242,6682,2022-09-21,1248.61,Vandalism,Pending,Approved,19
1243,1300,2023-11-27,18142.27,Theft,Incomplete,Rejected,32
1244,2607,2023-01-21,11437.43,Fire,Complete,Under Review,47
1245,8227,2023-08-05,6720.79,Natural Disaster,Incomplete,Rejected,87
1246,7408,2023-07-31,15941.1,Accident,Incomplete,Rejected,46
1247,2724,2023-12-09,13753.61,Natural Disaster,Incomplete,Rejected,64
1248,7582,2023-07-15,14322.77,Theft,Incomplete,Under Review,81
1249,2432,2024-06-10,17545.64,Natural Disaster,Pending,Under Review,39
1250,3190,2023-02-05,8914.95,Vandalism,Complete,Rejected,82
1251,6986,2023-06-05,14190.37,Fire,Pending,Under Review,69
1252,5158,2023-06-24,10448.46,Fire,Complete,Under Review,28
1253,7636,2024-01-21,16301.65,Vandalism,Incomplete,Under Review,81
1254,2807,2024-08-25,2345.18,Theft,Complete,Rejected,30
1255,5924,2024-04-15,16915.11,Vandalism,Pending,Under Review,67
1256,6567,2023-04-03,9194.21,Fire,Incomplete,Rejected,59
1257,5772,2024-08-24,13944.82,Natural Disaster,Complete,Rejected,62
1258,9421,2024-07-02,12814.97,Theft,Incomplete,Approved,37
1259,4177,2022-10-23,7329.14,Vandalism,Complete,Approved,2
1260,9884,2023-03-03,10968.83,Vandalism,Pending,Rejected,26
1261,7465,2023-04-21,7715.9,Theft,Pending,Under Review,83
1262,2252,2024-09-09,16893.96,Vandalism,Incomplete,Rejected,55
1263,3273,2023-11-30,556.56,Fire,Incomplete,Under Review,58
1264,8508,2022-11-11,13919.11,Fire,Incomplete,Under Review,85
1265,2104,2024-06-28,13627.89,Fire,Complete,Rejected,3
1266,3062,2024-09-20,7356.01,Vandalism,Incomplete,Under Review,20
1267,7714,2022-10-24,3339.98,Fire,Complete,Under Review,47
1268,9325,2023-12-03,13507.41,Vandalism,Incomplete,Under Review,43
1269,5432,2023-05-21,9318.0,Accident,Incomplete,Approved,30
1270,7596,2023-03-28,1178.75,Accident,Incomplete,Approved,64
1271,7179,2023-11-15,13461.04,Fire,Incomplete,Under Review,84
1272,2868,2024-06-19,9827.56,Fire,Pending,Approved,31
1273,1137,2022-10-21,5037.77,Accident,Complete,Approved,62
1274,2198,2024-02-24,16213.73,Theft,Incomplete,Rejected,30
1275,7765,2023-01-06,6267.73,Natural Disaster,Complete,Rejected,31
1276,6715,2024-02-02,9433.12,Natural Disaster,Complete,Approved,45
1277,6066,2022-10-29,19961.03,Fire,Incomplete,Under Review,36
1278,6624,2023-04-13,19276.96,Accident,Incomplete,Approved,14
1279,6848,2023-08-24,17522.27,Vandalism,Complete,Under Review,70
1280,8130,2024-04-25,3769.09,Accident,Incomplete,Approved,20
1281,6793,2023-05-20,644.16,Natural Disaster,Incomplete,Rejected,42
1282,3114,2023-09-20,18312.33,Natural Disaster,Complete,Rejected,82
1283,6432,2023-05-29,12583.83,Fire,Incomplete,Under Review,51
1284,6755,2023-07-21,1938.3,Vandalism,Complete,Under Review,37
1285,9468,2024-05-21,10218.38,Natural Disaster,Pending,Approved,79
1286,6535,2024-02-06,5110.13,Natural Disaster,Complete,Approved,32
1287,4641,2023-06-17,10569.97,Vandalism,Incomplete,Under Review,39
1288,6048,2023-08-28,7219.35,Natural Disaster,Pending,Under Review,90
1289,9566,2024-01-18,14379.75,Fire,Incomplete,Rejected,90
1290,3994,2024-01-29,3095.92,Vandalism,Incomplete,Approved,27
1291,8661,2023-03-08,12358.55,Natural Disaster,Complete,Under Review,9
1292,6152,2023-10-10,4071.06,Accident,Incomplete,Rejected,58
1293,4199,2024-06-21,17533.77,Vandalism,Pending,Rejected,53
1294,1079,2023-07-09,12277.11,Natural Disaster,Complete,Under Review,13
1295,9370,2023-04-21,18248.76,Theft,Complete,Under Review,14
1296,7414,2023-02-02,8751.61,Vandalism,Complete,Under Review,55
1297,6844,2024-07-26,12331.36,Fire,Pending,Approved,16
1298,9692,2024-01-17,19541.89,Accident,Pending,Under Review,39
1299,9986,2023-09-13,8690.78,Theft,Pending,Rejected,68
1300,6747,2024-07-01,12631.16,Natural Disaster,Complete,Rejected,76
1301,8452,2022-12-25,12178.2,Accident,Pending,Under Review,62
1302,2320,2024-08-10,4713.74,Natural Disaster,Pending,Approved,39
1303,5055,2023-06-02,3681.41,Fire,Complete,Approved,12
1304,2719,2024-04-20,7926.73,Fire,Pending,Approved,27
1305,3627,2023-11-22,15073.7,Vandalism,Incomplete,Under Review,60
1306,5738,2024-05-07,17251.57,Vandalism,Complete,Rejected,26
1307,5226,2024-05-29,4016.66,Fire,Incomplete,Under Review,24
1308,2446,2024-04-12,13767.61,Natural Disaster,Incomplete,Under Review,43
1309,1569,2024-05-13,12550.77,Natural Disaster,Pending,Approved,23
1310,2905,2024-03-01,15550.11,Theft,Incomplete,Rejected,68
1311,5080,2023-09-29,16855.08,Natural Disaster,Complete,Rejected,68
1312,8652,2024-04-19,8992.9,Accident,Complete,Approved,39
1313,1321,2023-07-30,6739.05,Accident,Pending,Approved,1
1314,6843,2024-01-27,4022.82,Accident,Pending,Under Review,17
1315,9347,2024-09-02,12237.61,Accident,Complete,Approved,58
1316,6385,2023-01-26,16465.51,Fire,Complete,Under Review,76
1317,7059,2023-01-09,10385.96,Natural Disaster,Incomplete,Approved,79
1318,7288,2023-06-18,658.37,Fire,Incomplete,Rejected,73
1319,5692,2022-10-04,2135.6,Natural Disaster,Incomplete,Approved,34
1320,4282,2023-06-21,5867.34,Accident,Complete,Under Review,52
1321,6302,2022-09-25,18758.47,Theft,Pending,Rejected,73
1322,3494,2022-11-08,2734.37,Vandalism,Incomplete,Rejected,53
1323,2346,2024-06-03,9220.63,Theft,Complete,Approved,34
1324,9458,2023-05-07,1081.89,Accident,Incomplete,Rejected,44
1325,7231,2024-09-17,8672.88,Fire,Pending,Under Review,46
1326,1969,2023-09-01,3844.81,Fire,Complete,Rejected,24
1327,8934,2023-03-21,14133.57,Accident,Incomplete,Under Review,37
1328,9350,2022-12-14,5083.09,Theft,Pending,Approved,23
1329,5543,2023-03-10,17600.42,Natural Disaster,Incomplete,Under Review,29
1330,8742,2023-03-25,13648.64,Accident,Incomplete,Under Review,14
1331,1680,2024-05-04,14032.75,Vandalism,Pending,Under Review,54
1332,1577,2024-07-17,7700.15,Natural Disaster,Incomplete,Under Review,6
1333,9406,2024-04-14,7578.05,Theft,Complete,Approved,7
1334,7666,2024-06-17,15579.02,Accident,Incomplete,Approved,12
1335,6166,2024-05-03,12924.68,Accident,Incomplete,Rejected,30
1336,7425,2024-07-23,13720.25,Theft,Incomplete,Under Review,62
1337,2060,2024-09-05,18233.71,Vandalism,Complete,Rejected,34
1338,3088,2022-10-20,13676.15,Natural Disaster,Complete,Under Review,27
1339,3557,2023-01-05,18794.91,Accident,Complete,Rejected,66
1340,7317,2022-10-30,18397.75,Theft,Incomplete,Rejected,58
1341,1042,2022-12-02,13082.35,Natural Disaster,Pending,Rejected,29
1342,1086,2023-05-08,6449.11,Natural Disaster,Incomplete,Approved,59
1343,5608,2023-03-01,9227.86,Fire,Incomplete,Rejected,38
1344,9415,2023-05-29,19380.38,Natural Disaster,Complete,Rejected,12
1345,1483,2022-10-21,6208.69,Vandalism,Complete,Approved,38
1346,1766,2022-11-15,18397.75,Fire,Complete,Under Review,12
1347,4089,2023-11-19,19540.44,Vandalism,Incomplete,Under Review,79
1348,9970,2024-01-13,8863.2,Fire,Pending,Rejected,3
1349,8012,2023-12-15,8557.61,Theft,Pending,Approved,44
1350,2722,2024-04-25,9304.27,Theft,Complete,Under Review,73
1351,1283,2023-06-23,9106.15,Theft,Pending,Under Review,60
1352,3034,2023-06-27,1662.34,Theft,Complete,Under Review,6
1353,7160,2023-12-25,6700.29,Natural Disaster,Pending,Rejected,3
1354,7226,2023-01-19,9964.01,Fire,Incomplete,Rejected,9
1355,9880,2023-04-09,10416.76,Vandalism,Incomplete,Rejected,34
1356,9793,2023-04-30,6452.21,Accident,Incomplete,Under Review,44
1357,3936,2023-10-25,8812.05,Vandalism,Complete,Approved,10
1358,9368,2024-04-14,17365.22,Natural Disaster,Pending,Rejected,23
1359,8555,2023-07-11,3550.36,Accident,Incomplete,Approved,1
1360,1183,2023-09-17,3662.8,Fire,Pending,Rejected,74
1361,7874,2024-07-01,9438.58,Natural Disaster,Incomplete,Rejected,28
1362,5835,2023-08-26,9021.96,Fire,Complete,Approved,4
1363,4211,2022-12-22,6394.52,Vandalism,Incomplete,Rejected,16
1364,1677,2024-08-07,14542.16,Natural Disaster,Pending,Under Review,58
1365,4203,2023-09-01,14236.24,Fire,Incomplete,Rejected,21
1366,5439,2022-12-10,5451.84,Accident,Incomplete,Rejected,21
1367,1562,2023-02-08,11953.69,Fire,Incomplete,Approved,58
1368,2166,2023-10-14,4341.67,Vandalism,Incomplete,Approved,56
1369,8575,2024-01-21,15733.96,Vandalism,Incomplete,Under Review,11
1370,9152,2023-07-25,17348.78,Theft,Incomplete,Under Review,11
1371,1588,2023-11-07,5761.03,Vandalism,Incomplete,Under Review,28
1372,1035,2024-04-22,16996.08,Theft,Complete,Rejected,58
1373,1500,2024-05-01,11150.32,Fire,Pending,Under Review,26
1374,6906,2022-10-21,19779.24,Natural Disaster,Complete,Rejected,58
1375,2635,2023-12-11,16565.4,Theft,Pending,Under Review,86
1376,8551,2024-05-29,13377.75,Natural Disaster,Incomplete,Approved,58
1377,9097,2023-02-28,1994.95,Natural Disaster,Pending,Approved,46
1378,4082,2024-05-27,1701.5,Natural Disaster,Pending,Under Review,54
1379,8461,2023-08-09,16223.79,Accident,Complete,Under Review,8
1380,5487,2024-09-20,1040.96,Accident,Complete,Under Review,61
1381,4674,2023-07-18,10782.6,Fire,Complete,Approved,32
1382,9132,2024-08-29,17423.06,Accident,Complete,Rejected,31
1383,3020,2024-07-22,11651.57,Fire,Complete,Under Review,87
1384,4967,2024-04-18,2735.27,Accident,Pending,Rejected,37
1385,3939,2024-02-22,14727.39,Theft,Incomplete,Rejected,77
1386,4972,2023-09-03,11604.55,Natural Disaster,Incomplete,Rejected,34
1387,1364,2022-10-28,2904.47,Accident,Pending,Rejected,10
1388,7522,2023-03-26,7428.54,Fire,Incomplete,Under Review,21
1389,4965,2023-08-03,11151.75,Fire,Pending,Under Review,40
1390,7528,2023-02-02,3445.39,Fire,Complete,Rejected,73
1391,4020,2023-11-04,8803.22,Fire,Complete,Under Review,29
1392,8942,2023-06-07,7185.37,Vandalism,Complete,Rejected,79
1393,6449,2022-12-28,9835.11,Fire,Incomplete,Rejected,16
1394,2425,2023-03-17,12195.25,Accident,Pending,Under Review,8
1395,5064,2023-03-15,8564.75,Theft,Incomplete,Rejected,45
1396,3145,2022-11-25,4095.72,Accident,Pending,Approved,58
