customer_id,age,gender,purchase_history,average_spend,loyalty_score,preferred_channel,engagement_score,canton
1211,44,Male,Travel,764,66,Online,53,Bern
1212,35,Female,Fashion,810,76,Store,3,Lugano
1213,43,Male,Grocery,231,63,Online,12,Bern
1214,67,Female,Travel,183,75,Online,3,Bern
1215,26,Male,Fashion,790,68,Online,60,Geneva
1216,63,Male,Fashion,893,40,Online,98,Lugano
1217,45,Male,Electronics,976,7,Store,19,Zürich
1218,53,Male,Fashion,310,11,Store,18,Lausanne
1219,55,Male,Electronics,709,31,Store,50,Bern
1220,62,Female,Grocery,257,29,Online,6,Zürich
1221,53,Female,Travel,176,88,Store,19,Bern
1222,65,Female,Travel,743,68,Store,19,Lausanne
1223,21,Male,Travel,567,60,Store,20,Basel
1224,44,Male,Grocery,847,34,Store,43,Geneva
1225,33,Female,Electronics,609,33,Store,34,Zürich
1226,50,Female,Travel,150,42,Store,61,Geneva
1227,30,Male,Electronics,878,69,Store,85,Lausanne
1228,70,Female,Electronics,562,71,Store,79,Lugano
1229,49,Female,Electronics,966,0,Online,100,Bern
1230,59,Male,Electronics,945,6,Store,99,Lugano
1231,70,Male,Travel,510,86,Online,43,Zürich
1232,30,Male,Electronics,415,64,Store,39,Zürich
1233,57,Male,Electronics,658,14,Online,95,Bern
1234,39,Male,Fashion,606,53,Online,20,Bern
1235,50,Male,Electronics,263,88,Online,95,Zürich
1236,51,Male,Grocery,738,63,Online,28,Basel
1237,46,Female,Fashion,804,85,Online,34,Bern
1238,46,Male,Grocery,412,7,Online,90,Lausanne
1239,25,Female,Travel,464,38,Online,54,Lugano
1240,45,Male,Travel,929,79,Online,18,Lugano
1241,36,Female,Travel,769,37,Online,0,Basel
1242,67,Male,Fashion,883,68,Online,4,Geneva
1243,68,Male,Travel,696,83,Store,4,Lugano
1244,22,Female,Grocery,336,4,Store,44,Zürich
1245,29,Female,Grocery,855,33,Store,10,Lugano
1246,23,Female,Grocery,379,16,Online,47,Lausanne
1247,41,Male,Grocery,881,28,Store,74,Basel
1248,48,Male,Electronics,792,37,Online,11,Lugano
1249,64,Female,Electronics,443,46,Store,46,Lausanne
1250,55,Male,Fashion,576,55,Online,89,Lausanne
1251,62,Female,Fashion,282,24,Store,95,Lugano
1252,36,Female,Grocery,220,0,Online,39,Bern
1253,31,Female,Grocery,385,85,Online,56,Bern
1254,56,Female,Fashion,828,22,Store,73,Lugano
1255,32,Male,Fashion,644,3,Store,84,Lugano
1256,23,Female,Electronics,821,93,Store,51,Basel
1257,57,Female,Fashion,837,63,Store,76,Lugano
1258,28,Male,Electronics,627,96,Store,43,Basel
1259,33,Female,Fashion,574,51,Store,74,Bern
1260,48,Male,Grocery,922,32,Store,49,Basel
1261,55,Male,Electronics,825,14,Store,21,Geneva
1262,35,Female,Grocery,922,87,Online,1,Lugano
1263,26,Male,Fashion,708,39,Online,41,Geneva
1264,51,Male,Electronics,931,91,Store,35,Zürich
1265,33,Male,Electronics,635,10,Store,86,Zürich
1266,60,Female,Travel,296,16,Online,58,Lugano
1267,41,Male,Grocery,274,49,Store,94,Lausanne
1268,31,Female,Fashion,375,95,Online,28,Geneva
1269,20,Male,Travel,696,76,Online,49,Geneva
1270,20,Female,Grocery,565,81,Online,45,Zürich
1271,19,Male,Electronics,717,37,Online,86,Basel
1272,68,Female,Fashion,255,17,Online,4,Basel
1273,25,Male,Fashion,866,78,Online,83,Lugano
1274,31,Female,Grocery,907,16,Store,8,Lausanne
1275,66,Male,Grocery,561,15,Store,2,Basel
1276,48,Female,Fashion,282,89,Online,63,Zürich
1277,30,Female,Fashion,241,66,Online,69,Lugano
1278,25,Male,Fashion,841,40,Online,4,Bern
1279,33,Female,Grocery,664,45,Online,61,Lausanne
1280,23,Male,Fashion,342,98,Online,18,Lausanne
1281,51,Male,Travel,109,90,Online,49,Bern
1282,26,Female,Electronics,995,5,Online,2,Lugano
1283,38,Female,Grocery,372,3,Store,64,Zürich
1284,53,Male,Grocery,523,41,Online,16,Lausanne
1285,67,Male,Electronics,451,71,Online,49,Basel
1286,42,Male,Travel,128,98,Store,59,Bern
1287,67,Male,Fashion,443,89,Online,98,Bern
1288,58,Male,Fashion,576,73,Online,90,Zürich
1289,45,Female,Travel,775,18,Online,84,Geneva
1290,68,Male,Fashion,505,34,Store,70,Bern
1291,66,Female,Grocery,193,6,Store,62,Basel
1292,58,Male,Grocery,354,34,Online,91,Lausanne
1293,41,Male,Electronics,177,77,Store,14,Lugano
1294,43,Female,Grocery,923,11,Online,9,Bern
1295,24,Female,Travel,426,20,Store,61,Lausanne
1296,60,Male,Fashion,211,7,Store,74,Bern
1297,20,Female,Electronics,646,31,Online,71,Basel
1298,21,Male,Electronics,140,9,Online,18,Lausanne
1299,31,Female,Grocery,306,33,Store,16,Lugano
1300,33,Female,Grocery,655,75,Store,89,Lugano
1301,26,Male,Travel,952,82,Store,94,Lugano
1302,34,Male,Grocery,926,76,Store,68,Zürich
1303,47,Male,Fashion,636,55,Store,47,Lugano
1304,30,Female,Travel,908,56,Store,82,Bern
1305,47,Male,Grocery,157,55,Store,92,Geneva
1306,67,Female,Electronics,908,28,Store,69,Basel
1307,67,Female,Fashion,724,69,Online,98,Lugano
1308,55,Female,Grocery,477,44,Online,81,Basel
1309,57,Female,Travel,978,62,Store,11,Zürich
1310,70,Male,Fashion,958,64,Online,67,Lugano
1311,63,Male,Travel,998,84,Online,45,Geneva
1312,23,Male,Electronics,514,27,Online,15,Lausanne
1313,31,Male,Grocery,990,35,Store,79,Basel
1314,49,Male,Fashion,452,20,Store,15,Basel
1315,27,Male,Electronics,907,80,Online,41,Zürich
1316,37,Male,Travel,145,16,Store,31,Zürich
1317,39,Male,Grocery,935,71,Online,90,Basel
1318,42,Male,Electronics,856,26,Store,35,Zürich
1319,41,Female,Electronics,892,37,Store,31,Basel
1320,59,Male,Travel,751,37,Online,26,Bern
1321,28,Female,Grocery,962,13,Store,48,Basel
1322,28,Male,Travel,511,52,Online,96,Bern
1323,48,Male,Electronics,117,95,Store,2,Lausanne
1324,49,Male,Travel,647,93,Online,87,Lausanne
1325,41,Female,Grocery,714,54,Online,11,Lausanne
1326,66,Male,Grocery,442,82,Online,11,Geneva
1327,63,Female,Fashion,805,47,Store,37,Lugano
1328,28,Female,Travel,258,96,Online,46,Lausanne
1329,62,Male,Travel,695,44,Store,40,Bern
1330,63,Male,Fashion,537,69,Online,34,Geneva
1331,70,Male,Fashion,760,74,Store,55,Bern
1332,52,Male,Travel,186,39,Online,14,Lugano
1333,45,Female,Travel,740,100,Store,89,Bern
1334,43,Male,Grocery,580,99,Store,11,Lausanne
1335,36,Female,Electronics,296,76,Online,27,Lausanne
1336,45,Male,Fashion,656,34,Store,37,Lausanne
1337,20,Male,Fashion,603,71,Online,35,Bern
1338,60,Female,Fashion,731,46,Store,68,Bern
1339,51,Female,Grocery,521,98,Store,25,Lausanne
1340,43,Female,Electronics,680,59,Online,35,Bern
1341,30,Male,Grocery,665,94,Online,58,Zürich
1342,50,Male,Grocery,109,33,Store,96,Lausanne
1343,60,Male,Travel,667,8,Store,47,Lausanne
1344,45,Male,Fashion,863,20,Store,10,Zürich
1345,54,Male,Travel,614,84,Online,40,Lugano
1346,24,Female,Fashion,654,99,Store,20,Bern
1347,68,Female,Electronics,544,11,Online,57,Zürich
1348,25,Male,Travel,475,13,Store,15,Bern
1349,55,Male,Grocery,435,12,Store,77,Zürich
1350,24,Female,Fashion,934,52,Online,94,Lausanne
1351,34,Female,Travel,850,70,Store,81,Lausanne
1352,50,Male,Fashion,370,42,Store,45,Geneva
1353,53,Female,Electronics,917,53,Store,29,Geneva
1354,65,Male,Travel,153,100,Store,8,Bern
1355,58,Male,Grocery,520,16,Store,23,Lugano
1356,59,Female,Travel,634,93,Store,69,Lausanne
1357,63,Male,Travel,145,62,Online,11,Lugano
1358,52,Male,Electronics,393,19,Store,19,Bern
1359,27,Female,Grocery,316,78,Store,16,Lugano
1360,67,Female,Electronics,511,72,Store,25,Bern
1361,22,Male,Fashion,283,59,Online,92,Lugano
1362,44,Male,Fashion,904,66,Online,0,Bern
1363,38,Male,Fashion,487,92,Store,19,Lugano
1364,60,Female,Travel,622,63,Store,4,Geneva
1365,63,Female,Fashion,411,52,Store,39,Bern
1366,18,Male,Fashion,735,54,Online,56,Basel
1367,32,Female,Travel,1000,69,Online,63,Basel
1368,70,Male,Grocery,337,7,Online,97,Lausanne
1369,55,Male,Travel,697,64,Store,76,Basel
1370,21,Male,Electronics,489,72,Store,89,Zürich
1371,43,Male,Electronics,641,41,Online,64,Lugano
1372,20,Female,Electronics,329,47,Online,23,Basel
1373,41,Male,Fashion,977,92,Online,6,Basel
1374,39,Female,Grocery,348,21,Store,98,Geneva
1375,46,Male,Electronics,399,35,Store,62,Basel
1376,27,Female,Fashion,112,75,Online,55,Lugano
1377,35,Male,Grocery,803,70,Online,22,Lausanne
1378,62,Male,Travel,489,88,Online,36,Zürich
1379,48,Male,Travel,790,63,Store,46,Bern
1380,63,Female,Travel,755,87,Store,28,Lugano
1381,29,Male,Electronics,139,28,Online,59,Lausanne
1382,58,Female,Travel,564,34,Store,64,Lugano
1383,64,Male,Fashion,668,79,Online,79,Lugano
1384,67,Male,Travel,169,33,Store,3,Basel
1385,44,Female,Grocery,691,11,Store,36,Bern
1386,30,Male,Electronics,331,18,Online,1,Bern
1387,45,Female,Grocery,406,3,Online,100,Geneva
1388,49,Female,Fashion,546,25,Online,45,Basel
1389,62,Female,Electronics,674,46,Online,45,Basel
1390,22,Male,Grocery,905,48,Store,68,Bern
1391,57,Male,Fashion,330,50,Store,62,Lausanne
1392,59,Male,Fashion,181,36,Store,58,Geneva
1393,52,Male,Fashion,386,55,Online,60,Lausanne
1394,35,Male,Travel,222,24,Online,28,Geneva
1395,46,Male,Fashion,948,70,Store,28,Bern
1396,35,Female,Electronics,989,71,Store,30,Geneva
1397,70,Male,Fashion,802,33,Online,89,Lugano
1398,66,Male,Electronics,873,100,Store,90,Zürich
1399,47,Male,Electronics,286,42,Store,67,Bern
1400,34,Male,Travel,820,27,Store,79,Geneva
1401,25,Male,Grocery,674,47,Store,24,Zürich
1402,52,Female,Grocery,404,5,Store,63,Lausanne
1403,58,Female,Grocery,626,59,Store,51,Lugano
1404,30,Male,Fashion,763,6,Store,70,Lausanne
1405,44,Male,Fashion,267,46,Online,12,Zürich
1406,41,Male,Travel,113,62,Store,89,Bern
1407,54,Male,Travel,998,83,Online,49,Geneva
1408,44,Male,Grocery,562,33,Online,44,Bern
1409,44,Female,Electronics,618,12,Online,94,Lausanne
1410,53,Male,Electronics,475,79,Online,35,Geneva
1411,26,Male,Fashion,241,25,Store,27,Basel
1412,53,Female,Travel,800,56,Online,95,Zürich
1413,55,Female,Fashion,382,73,Store,0,Lugano
1414,19,Female,Electronics,738,68,Online,47,Geneva
1415,67,Male,Fashion,309,97,Store,89,Zürich
1416,56,Male,Grocery,445,17,Online,37,Zürich
1417,25,Female,Fashion,263,39,Online,65,Zürich
1418,56,Male,Fashion,619,76,Store,52,Zürich
1419,35,Male,Grocery,580,35,Online,70,Lausanne
1420,37,Female,Grocery,740,34,Online,40,Lugano
1421,26,Male,Travel,312,20,Store,32,Geneva
1422,33,Female,Grocery,156,51,Store,72,Zürich
1423,35,Female,Electronics,781,46,Store,53,Bern
1424,67,Male,Travel,662,6,Store,99,Basel
1425,39,Male,Grocery,990,74,Online,94,Bern
1426,61,Male,Travel,989,67,Store,95,Bern
1427,20,Male,Fashion,503,41,Online,79,Bern
1428,44,Male,Electronics,204,79,Store,45,Basel
1429,68,Female,Grocery,567,89,Store,17,Geneva
1430,30,Male,Travel,337,33,Store,91,Basel
1431,42,Female,Fashion,446,96,Online,31,Bern
1432,56,Male,Electronics,708,56,Store,98,Lugano
1433,43,Female,Fashion,355,55,Store,75,Bern
1434,42,Male,Electronics,918,2,Store,57,Zürich
1435,60,Male,Electronics,813,31,Online,21,Geneva
1436,36,Male,Fashion,230,35,Store,7,Basel
1437,52,Female,Grocery,406,66,Store,39,Lugano
1438,52,Female,Grocery,606,89,Store,77,Lugano
1439,20,Female,Travel,253,54,Online,12,Zürich
1440,70,Female,Travel,724,15,Online,90,Geneva
1441,21,Male,Travel,808,74,Store,26,Basel
1442,22,Male,Travel,962,22,Online,61,Geneva
1443,50,Female,Travel,364,46,Store,60,Bern
1444,22,Male,Travel,525,85,Online,97,Basel
1445,64,Female,Electronics,680,47,Online,60,Geneva
1446,36,Female,Electronics,714,66,Online,46,Basel
1447,34,Female,Travel,386,17,Online,18,Lugano
1448,44,Male,Travel,501,11,Store,41,Lausanne
1449,31,Female,Travel,307,10,Store,66,Zürich
1450,45,Male,Fashion,173,14,Store,75,Bern
1451,26,Male,Fashion,730,66,Store,18,Basel
1452,40,Female,Fashion,123,53,Store,62,Basel
1453,54,Male,Electronics,605,67,Online,17,Lausanne
1454,56,Male,Fashion,535,61,Store,77,Bern
1455,19,Female,Grocery,711,99,Online,58,Geneva
1456,43,Female,Grocery,863,59,Online,29,Geneva
1457,66,Female,Grocery,311,42,Online,36,Geneva
1458,49,Male,Fashion,235,64,Store,62,Geneva
1459,56,Male,Electronics,240,72,Online,52,Bern
1460,56,Female,Travel,193,11,Online,1,Geneva
1461,22,Male,Electronics,761,26,Online,21,Basel
1462,23,Male,Electronics,708,71,Online,52,Lausanne
1463,18,Female,Grocery,384,30,Store,44,Bern
1464,20,Male,Fashion,752,14,Store,15,Lausanne
1465,65,Female,Electronics,569,21,Online,95,Bern
1466,70,Male,Travel,913,19,Online,41,Geneva
1467,58,Female,Electronics,392,45,Online,56,Bern
1468,31,Female,Travel,609,11,Store,37,Lugano
1469,43,Male,Travel,200,18,Online,37,Zürich
1470,32,Female,Electronics,352,94,Store,51,Lugano
1471,54,Female,Grocery,178,8,Store,30,Basel
1472,42,Female,Fashion,333,98,Store,73,Lugano
1473,63,Female,Grocery,868,9,Store,94,Zürich
1474,66,Female,Fashion,804,90,Store,72,Lugano
1475,58,Male,Fashion,668,29,Store,63,Lausanne
1476,59,Male,Travel,450,64,Online,62,Zürich
1477,23,Female,Grocery,281,16,Store,53,Bern
1478,28,Male,Electronics,126,83,Online,91,Basel
1479,69,Female,Grocery,761,53,Online,5,Lugano
1480,68,Female,Fashion,355,30,Online,60,Zürich
1481,40,Female,Electronics,428,28,Store,4,Bern
1482,31,Male,Grocery,869,78,Online,27,Basel
1483,52,Male,Grocery,665,57,Online,87,Lausanne
1484,39,Male,Grocery,514,82,Store,51,Geneva
1485,24,Male,Grocery,720,43,Store,89,Bern
1486,26,Female,Grocery,263,3,Store,97,Zürich
1487,64,Male,Electronics,488,44,Store,70,Lausanne
1488,37,Male,Grocery,973,27,Online,67,Bern
1489,40,Female,Travel,662,41,Store,83,Geneva
1490,51,Male,Travel,919,68,Online,7,Lugano
1491,69,Male,Travel,507,46,Store,35,Bern
1492,46,Female,Grocery,278,81,Store,47,Basel
1493,60,Male,Fashion,473,65,Online,31,Lausanne
1494,44,Female,Grocery,575,55,Store,55,Lugano
1495,67,Female,Fashion,170,50,Online,94,Geneva
1496,45,Male,Travel,728,90,Store,45,Lugano
1497,49,Female,Fashion,538,49,Store,36,Geneva
1498,46,Male,Grocery,402,26,Store,8,Zürich
1499,69,Male,Electronics,505,9,Online,11,Geneva
1500,35,Female,Fashion,697,47,Store,21,Basel
1501,65,Female,Electronics,241,85,Store,23,Zürich
1502,47,Male,Grocery,319,47,Store,30,Bern
1503,28,Female,Travel,758,38,Store,41,Zürich
1504,32,Female,Fashion,880,87,Store,88,Zürich
1505,30,Male,Grocery,160,10,Online,17,Basel
1506,37,Male,Electronics,859,84,Store,45,Zürich
1507,20,Male,Grocery,516,68,Store,53,Bern
1508,42,Male,Travel,770,35,Online,88,Zürich
1509,69,Female,Travel,369,63,Store,8,Lugano
1510,46,Female,Grocery,527,21,Store,66,Lausanne
1511,19,Male,Electronics,424,29,Online,76,Zürich
1512,60,Female,Travel,609,94,Online,97,Basel
1513,53,Male,Travel,701,30,Online,45,Basel
1514,66,Female,Electronics,308,11,Online,53,Basel
1515,36,Male,Grocery,336,91,Store,59,Geneva
1516,65,Female,Electronics,152,12,Store,50,Lausanne
1517,66,Female,Grocery,898,52,Store,45,Zürich
1518,55,Male,Electronics,447,75,Store,55,Zürich
1519,43,Female,Travel,600,85,Store,52,Zürich
1520,56,Male,Travel,934,16,Store,1,Lugano
1521,36,Female,Grocery,458,10,Online,40,Basel
1522,18,Male,Grocery,362,87,Store,49,Geneva
1523,49,Male,Travel,118,26,Online,72,Geneva
1524,42,Male,Travel,199,2,Online,46,Geneva
1525,53,Male,Electronics,232,6,Store,85,Bern
1526,30,Male,Electronics,205,12,Online,11,Basel
1527,24,Female,Grocery,517,60,Store,5,Bern
1528,60,Male,Fashion,142,25,Store,60,Lugano
1529,70,Male,Fashion,830,90,Store,46,Basel
1530,43,Female,Travel,950,40,Store,45,Geneva
1531,59,Male,Travel,328,92,Online,79,Geneva
1532,59,Male,Fashion,135,71,Online,83,Basel
1533,53,Male,Grocery,263,83,Online,79,Zürich
1534,43,Female,Grocery,900,98,Store,51,Lugano
1535,45,Male,Fashion,587,91,Store,3,Zürich
1536,29,Male,Electronics,993,77,Online,13,Zürich
1537,54,Male,Electronics,562,55,Online,82,Lausanne
1538,31,Male,Fashion,263,71,Online,14,Lausanne
1539,33,Male,Electronics,518,13,Online,71,Bern
1540,55,Male,Fashion,845,27,Online,72,Lausanne
1541,65,Male,Fashion,790,25,Online,61,Lausanne
1542,36,Male,Grocery,968,8,Store,60,Basel
1543,66,Female,Grocery,492,70,Online,42,Lausanne
1544,64,Male,Electronics,426,43,Online,48,Lausanne
1545,61,Female,Grocery,907,22,Store,46,Lugano
1546,19,Male,Travel,960,26,Online,26,Bern
1547,34,Male,Electronics,289,16,Store,79,Bern
1548,35,Male,Electronics,703,92,Online,59,Basel
1549,49,Male,Travel,202,35,Store,33,Geneva
1550,65,Male,Fashion,701,64,Store,87,Bern
1551,64,Female,Electronics,149,98,Store,99,Lugano
1552,62,Female,Travel,185,37,Store,77,Zürich
1553,65,Male,Travel,318,2,Store,63,Bern
1554,38,Female,Grocery,855,9,Store,50,Geneva
1555,55,Male,Electronics,471,43,Online,35,Basel
1556,59,Female,Grocery,566,60,Online,6,Bern
1557,33,Female,Electronics,158,78,Online,19,Lugano
1558,20,Female,Travel,353,96,Store,68,Lausanne
1559,65,Female,Fashion,842,74,Store,36,Zürich
1560,62,Female,Travel,966,36,Online,43,Lugano
1561,43,Female,Electronics,357,89,Online,81,Basel
1562,24,Male,Electronics,320,81,Online,5,Zürich
1563,26,Female,Fashion,203,18,Online,18,Lugano
1564,53,Male,Travel,360,39,Store,77,Zürich
1565,64,Female,Grocery,736,22,Online,92,Basel
1566,60,Female,Grocery,345,89,Store,70,Bern
1567,46,Male,Travel,135,63,Store,12,Zürich
1568,47,Male,Fashion,595,93,Store,71,Zürich
1569,22,Male,Fashion,618,25,Online,51,Lugano
1570,61,Male,Grocery,772,66,Store,10,Lugano
1571,49,Male,Grocery,214,46,Online,96,Basel
1572,45,Female,Fashion,738,23,Store,47,Zürich
1573,35,Male,Electronics,894,31,Online,47,Zürich
1574,56,Male,Grocery,499,0,Online,80,Geneva
1575,32,Male,Grocery,674,85,Online,58,Bern
1576,69,Female,Grocery,822,8,Online,96,Basel
1577,68,Male,Travel,419,4,Online,28,Lugano
1578,33,Male,Electronics,705,53,Online,98,Basel
1579,54,Female,Travel,897,90,Store,73,Basel
1580,52,Female,Fashion,833,27,Online,18,Basel
1581,19,Female,Travel,348,14,Store,30,Geneva
1582,37,Male,Grocery,408,85,Online,81,Lugano
1583,60,Male,Electronics,100,69,Online,67,Zürich
1584,32,Male,Fashion,132,31,Store,76,Lugano
1585,47,Female,Travel,395,93,Online,15,Lausanne
1586,53,Female,Electronics,151,93,Store,69,Lausanne
1587,59,Male,Fashion,225,84,Online,37,Basel
1588,22,Male,Fashion,729,30,Store,98,Basel
1589,21,Female,Fashion,617,14,Store,99,Lugano
1590,61,Female,Travel,1000,6,Store,31,Zürich
1591,67,Female,Grocery,482,85,Store,30,Geneva
1592,58,Male,Electronics,846,81,Store,73,Bern
1593,61,Female,Grocery,261,9,Online,76,Basel
1594,34,Male,Fashion,503,17,Online,94,Lausanne
1595,30,Male,Grocery,124,53,Store,91,Basel
1596,27,Female,Fashion,133,80,Online,10,Basel
1597,66,Female,Electronics,468,5,Store,18,Geneva
1598,48,Male,Travel,767,54,Store,57,Geneva
1599,61,Male,Grocery,827,9,Online,67,Basel
1600,33,Male,Travel,392,83,Store,47,Lugano
1601,24,Male,Grocery,948,87,Online,97,Bern
1602,27,Male,Grocery,509,38,Store,27,Lausanne
1603,31,Male,Grocery,410,22,Store,69,Bern
1604,28,Male,Electronics,102,34,Store,37,Lugano
1605,33,Male,Electronics,678,27,Store,25,Lugano
1606,31,Female,Electronics,377,1,Store,65,Geneva
1607,28,Male,Fashion,605,85,Online,1,Zürich
1608,31,Male,Travel,541,1,Online,29,Lausanne
1609,62,Female,Fashion,571,4,Store,81,Basel
1610,45,Male,Fashion,278,89,Online,93,Zürich
1611,23,Male,Fashion,287,11,Store,60,Lausanne
1612,34,Female,Travel,488,51,Online,84,Lugano
1613,45,Female,Grocery,746,40,Store,66,Lausanne
1614,26,Female,Grocery,792,18,Online,43,Geneva
1615,35,Female,Travel,643,80,Online,67,Lugano
1616,46,Female,Grocery,241,27,Store,76,Geneva
1617,28,Female,Travel,628,98,Store,51,Lugano
1618,67,Female,Grocery,610,91,Online,43,Lausanne
1619,32,Female,Travel,621,93,Store,51,Zürich
1620,62,Male,Grocery,455,19,Store,61,Geneva
1621,44,Female,Electronics,342,31,Store,76,Zürich
1622,43,Female,Travel,410,17,Online,50,Lausanne
1623,59,Male,Grocery,634,21,Store,70,Zürich
1624,56,Male,Travel,805,31,Store,31,Bern
1625,44,Female,Electronics,788,93,Store,18,Zürich
1626,27,Female,Grocery,136,86,Online,9,Geneva
1627,66,Female,Grocery,879,44,Online,32,Lausanne
1628,44,Male,Electronics,775,74,Online,88,Lausanne
1629,47,Male,Electronics,741,33,Store,28,Lausanne
1630,55,Female,Electronics,270,6,Online,70,Zürich
1631,32,Female,Electronics,475,57,Store,34,Zürich
1632,43,Female,Electronics,315,67,Online,8,Lausanne
1633,58,Female,Electronics,785,82,Online,64,Zürich
1634,53,Male,Fashion,683,59,Store,13,Geneva
1635,36,Male,Travel,514,100,Online,8,Bern
1636,18,Male,Fashion,562,14,Online,58,Basel
1637,50,Female,Grocery,945,55,Online,1,Basel
1638,23,Male,Fashion,222,4,Store,15,Bern
1639,63,Female,Travel,684,93,Store,82,Zürich
1640,69,Male,Electronics,835,33,Online,18,Geneva
1641,36,Male,Fashion,298,71,Online,50,Lugano
1642,44,Female,Grocery,761,41,Online,90,Basel
1643,58,Female,Electronics,703,91,Online,63,Zürich
1644,23,Female,Electronics,936,66,Store,14,Geneva
1645,69,Male,Electronics,303,16,Store,97,Lugano
1646,29,Male,Electronics,572,25,Online,66,Lugano
1647,34,Female,Fashion,322,1,Online,38,Lausanne
1648,40,Female,Travel,525,45,Online,67,Basel
1649,37,Female,Grocery,429,6,Store,74,Basel
1650,53,Female,Electronics,426,47,Store,50,Basel
1651,30,Female,Grocery,278,20,Online,83,Geneva
1652,65,Male,Travel,271,19,Store,71,Lugano
1653,65,Male,Grocery,541,100,Store,60,Lausanne
1654,62,Female,Travel,965,94,Online,48,Zürich
1655,52,Female,Fashion,951,15,Online,50,Geneva
1656,22,Male,Grocery,886,72,Online,21,Lausanne
1657,46,Male,Electronics,692,8,Online,19,Basel
1658,48,Male,Fashion,674,88,Store,34,Zürich
1659,59,Female,Fashion,479,91,Store,9,Geneva
1660,56,Female,Travel,948,41,Store,40,Geneva
1661,24,Female,Electronics,613,38,Store,56,Basel
1662,66,Male,Travel,800,46,Store,90,Zürich
1663,42,Male,Fashion,902,69,Online,85,Bern
1664,34,Male,Travel,769,98,Online,72,Geneva
1665,45,Female,Travel,761,71,Online,33,Bern
1666,59,Male,Travel,669,72,Store,5,Lausanne
1667,35,Male,Travel,385,27,Store,56,Bern
1668,49,Female,Travel,150,11,Store,11,Basel
1669,52,Female,Grocery,902,77,Store,52,Zürich
1670,30,Male,Electronics,845,70,Store,11,Geneva
1671,69,Female,Grocery,968,0,Online,31,Basel
1672,64,Male,Electronics,137,43,Store,53,Basel
1673,29,Male,Fashion,380,97,Store,82,Zürich
1674,53,Male,Electronics,859,80,Store,18,Geneva
1675,40,Male,Grocery,729,21,Online,22,Geneva
1676,60,Male,Travel,164,23,Store,89,Basel
1677,26,Female,Grocery,327,40,Store,39,Lausanne
1678,62,Male,Fashion,148,39,Online,82,Lugano
1679,49,Female,Grocery,871,16,Online,76,Zürich
1680,49,Female,Electronics,928,17,Online,42,Lausanne
1681,53,Female,Grocery,778,10,Online,55,Zürich
1682,46,Male,Electronics,195,32,Store,21,Zürich
1683,69,Male,Fashion,744,75,Store,72,Basel
1684,51,Female,Grocery,414,27,Online,26,Geneva
1685,47,Male,Fashion,904,35,Online,94,Zürich
1686,49,Male,Electronics,132,63,Store,70,Geneva
1687,42,Male,Fashion,888,5,Store,83,Basel
1688,46,Male,Travel,925,51,Store,45,Basel
1689,31,Female,Travel,920,79,Online,3,Geneva
1690,41,Female,Grocery,598,59,Online,70,Geneva
1691,33,Female,Grocery,1000,62,Store,39,Lugano
1692,34,Male,Travel,667,15,Online,85,Geneva
1693,61,Female,Travel,423,84,Online,66,Lausanne
1694,61,Male,Grocery,821,39,Online,67,Lugano
1695,31,Female,Grocery,945,23,Online,58,Basel
1696,36,Male,Grocery,137,37,Online,91,Zürich
1697,53,Male,Travel,449,81,Store,96,Basel
1698,35,Male,Travel,731,41,Online,57,Lausanne
1699,41,Male,Fashion,578,83,Online,40,Zürich
1700,50,Female,Grocery,988,13,Store,45,Geneva
1701,27,Female,Fashion,942,92,Store,6,Bern
1702,40,Male,Electronics,177,27,Store,40,Lugano
1703,23,Female,Travel,900,47,Online,56,Lausanne
1704,35,Female,Grocery,945,5,Online,55,Lugano
1705,19,Male,Electronics,921,37,Store,36,Geneva
1706,66,Male,Grocery,861,86,Online,28,Zürich
1707,60,Male,Electronics,406,56,Store,78,Basel
1708,67,Female,Electronics,394,25,Online,32,Bern
1709,54,Female,Grocery,577,73,Online,42,Geneva
1710,49,Male,Travel,234,49,Online,96,Lugano
1711,46,Male,Electronics,839,7,Store,18,Lausanne
1712,55,Male,Electronics,586,66,Online,16,Zürich
1713,21,Female,Travel,688,36,Online,96,Lausanne
1714,18,Female,Electronics,613,3,Store,43,Geneva
1715,69,Male,Electronics,727,59,Online,99,Lugano
1716,41,Male,Travel,842,0,Online,66,Basel
1717,35,Female,Grocery,515,38,Online,92,Lausanne
1718,63,Female,Electronics,241,9,Store,96,Bern
1719,56,Male,Electronics,251,73,Online,40,Bern
1720,63,Female,Grocery,768,37,Online,49,Basel
1721,34,Female,Electronics,629,23,Store,65,Geneva
1722,30,Female,Fashion,628,17,Store,88,Lausanne
1723,44,Female,Travel,278,41,Store,18,Lausanne
1724,55,Female,Grocery,797,88,Online,43,Basel
1725,64,Male,Grocery,544,57,Online,68,Geneva
1726,28,Male,Grocery,965,73,Online,83,Lausanne
1727,30,Male,Travel,501,29,Online,5,Bern
1728,29,Female,Grocery,807,1,Online,26,Basel
1729,26,Male,Electronics,999,63,Online,84,Zürich
1730,22,Male,Fashion,509,28,Online,54,Zürich
1731,29,Female,Travel,373,55,Online,45,Basel
1732,25,Female,Travel,326,86,Store,67,Lugano
1733,25,Male,Electronics,179,29,Store,86,Lausanne
1734,61,Male,Electronics,346,91,Store,45,Lausanne
1735,53,Female,Fashion,909,74,Store,69,Lugano
